2020-04-25 21:47:34,350: Key.shift
2020-04-25 21:47:34,517: 'N'
2020-04-25 21:47:34,799: 'o'
2020-04-25 21:47:34,962: 'w'
2020-04-25 21:47:35,057: Key.space
2020-04-25 21:47:35,309: 'i'
2020-04-25 21:47:35,468: 's'
2020-04-25 21:47:35,721: 't'
2020-04-25 21:47:35,820: Key.space
2020-04-25 21:47:36,815: Key.backspace
2020-04-25 21:47:36,971: Key.backspace
2020-04-25 21:47:38,437: Key.space
2020-04-25 21:47:38,729: 'i'
2020-04-25 21:47:38,860: 's'
2020-04-25 21:47:39,142: Key.space
2020-04-25 21:47:39,547: Key.backspace
2020-04-25 21:47:39,711: Key.backspace
2020-04-25 21:47:39,871: Key.backspace
2020-04-25 21:47:40,607: 'i'
2020-04-25 21:47:40,851: 't'
2020-04-25 21:47:40,992: Key.space
2020-04-25 21:47:41,312: 'n'
2020-04-25 21:47:41,561: 'o'
2020-04-25 21:47:41,684: 'w'
2020-04-25 21:47:41,786: Key.space
2020-04-25 21:47:41,981: 'w'
2020-04-25 21:47:42,133: 'o'
2020-04-25 21:47:42,353: 'r'
2020-04-25 21:47:42,519: 'k'
2020-04-25 21:47:42,751: 'i'
2020-04-25 21:47:42,967: 'n'
2020-04-25 21:47:43,096: 'g'
2020-04-25 21:47:43,237: Key.space
2020-04-25 21:47:43,432: Key.shift
2020-04-25 21:47:43,586: '?'
2020-04-25 21:47:44,667: Key.backspace
2020-04-25 21:47:45,171: Key.backspace
2020-04-25 21:47:45,202: Key.backspace
2020-04-25 21:47:45,262: Key.backspace
2020-04-25 21:47:45,295: Key.backspace
2020-04-25 21:47:45,324: Key.backspace
2020-04-25 21:47:45,360: Key.backspace
2020-04-25 21:47:45,392: Key.backspace
2020-04-25 21:47:45,397: Key.backspace
2020-04-25 21:47:45,429: Key.backspace
2020-04-25 21:47:45,489: Key.backspace
2020-04-25 21:47:45,520: Key.backspace
2020-04-25 21:47:45,554: Key.backspace
2020-04-25 21:47:45,583: Key.backspace
2020-04-25 21:47:45,618: Key.backspace
2020-04-25 21:47:45,649: Key.backspace
2020-04-25 21:47:45,679: Key.backspace
2020-04-25 21:47:45,713: Key.backspace
2020-04-25 21:47:45,742: Key.backspace
2020-04-25 21:47:45,775: Key.backspace
2020-04-25 21:47:45,808: Key.backspace
2020-04-25 21:47:45,836: Key.backspace
2020-04-25 21:47:45,871: Key.backspace
2020-04-25 21:47:45,904: Key.backspace
2020-04-25 21:47:45,934: Key.backspace
2020-04-25 21:47:45,971: Key.backspace
2020-04-25 21:47:46,000: Key.backspace
2020-04-25 21:47:46,031: Key.backspace
2020-04-25 21:47:46,066: Key.backspace
2020-04-25 21:47:46,096: Key.backspace
2020-04-25 21:47:46,126: Key.backspace
2020-04-25 21:47:46,160: Key.backspace
2020-04-25 21:50:36,894: Key.shift
2020-04-25 21:50:37,101: 'H'
2020-04-25 21:50:37,394: 'e'
2020-04-25 21:50:37,564: 'l'
2020-04-25 21:50:37,724: 'l'
2020-04-25 21:50:37,918: 'o'
2020-04-25 21:50:38,047: Key.space
2020-04-25 21:50:38,348: 'i'
2020-04-25 21:50:38,486: 's'
2020-04-25 21:50:38,598: Key.space
2020-04-25 21:50:38,764: 'i'
2020-04-25 21:50:39,049: 't'
2020-04-25 21:50:39,181: Key.space
2020-04-25 21:50:39,516: 'd'
2020-04-25 21:50:39,875: Key.backspace
2020-04-25 21:50:40,066: 'a'
2020-04-25 21:50:40,351: 'd'
2020-04-25 21:50:40,496: 'd'
2020-04-25 21:50:40,661: 'i'
2020-04-25 21:50:40,864: 'n'
2020-04-25 21:50:41,070: 'g'
2020-04-25 21:50:41,222: Key.space
2020-04-25 21:50:41,574: 's'
2020-04-25 21:50:41,709: 't'
2020-04-25 21:50:41,961: 'u'
2020-04-25 21:50:42,182: 'f'
2020-04-25 21:50:42,341: 'f'
2020-04-25 21:50:42,810: Key.shift_r
2020-04-25 21:50:42,983: '?'
2020-04-25 21:50:43,660: Key.enter
2020-04-25 21:56:32,765: Key.ctrl_r
2020-04-25 21:56:32,769: Key.shift_r
2020-04-25 21:56:32,772: Key.esc
2020-04-25 21:58:26,642: 'h'
2020-04-25 21:58:27,191: 'e'
2020-04-25 21:58:27,382: 'l'
2020-04-25 21:58:27,514: 'p'
